province;red;green;blue;
10578;78;0;244;
10579;79;0;248;
10580;80;0;232;
10581;81;0;236;
10582;82;0;240;
10583;83;0;244;
10584;84;0;248;
10585;85;0;232;
10586;86;0;236;
10587;87;0;240;
10588;88;0;244;
10589;89;0;248;
10590;90;0;232;
10591;91;0;236;
10592;92;0;240;
10593;93;0;244;
10594;94;0;248;
10595;95;0;232;
10596;96;0;236;
10597;97;0;240;
10598;98;0;244;
10599;99;0;248;
10600;100;0;232;
10601;101;0;236;
10602;102;0;240;
10603;103;0;244;
10604;104;0;248;
10605;105;0;232;
10606;106;0;236;
10607;107;0;240;
10608;108;0;244;
10609;109;0;248;
10610;110;0;232;
10611;111;0;236;
10612;112;0;240;
10613;113;0;244;
10614;114;0;248;
10615;115;0;232;
10616;116;0;236;
10617;117;0;240;
10618;118;0;244;
10619;119;0;248;
10620;120;2;232;
10621;121;2;236;
10622;122;2;240;
10623;123;2;244;
10624;124;2;248;
10625;125;2;232;
10626;126;2;236;
10627;255;1;40;
10628;255;2;120;
10629;255;3;160;
10630;255;4;40;
10631;255;5;120;
10632;255;6;160;
10633;255;7;40;
10634;255;8;120;
10635;255;9;160;
10636;255;10;40;
10637;255;11;120;
10638;255;12;160;
10639;255;13;40;
10640;255;14;120;
10641;255;15;160;
10642;255;16;40;
10643;255;17;120;
10644;255;18;160;
10645;255;19;40;
10646;255;20;120;
10647;255;21;160;
10648;255;22;40;
10649;255;23;120;
10650;255;24;160;
10651;255;25;40;
10652;255;26;120;
10653;255;27;160;
10654;255;28;40;
10655;255;29;120;
10656;255;30;160;
10657;255;31;40;
10658;255;32;120;
10659;255;33;160;
10660;255;34;40;
10661;255;35;160;
10662;255;36;120;
10663;255;37;40;
10664;255;38;120;
10665;255;39;160;
10666;255;40;40;
10667;255;41;120;
10668;255;42;160;
10669;255;43;40;
10670;255;44;120;
10671;255;45;160;
10672;255;46;40;
10673;255;47;120;
10674;255;48;160;
10675;255;49;40;
10676;255;50;120;
10677;255;51;160;
10678;255;52;40;
10679;255;53;120;
10680;255;54;160;
10681;255;55;40;
10682;255;56;120;
10683;255;57;160;
10684;255;58;40;
10685;255;59;120;
10686;255;60;160;
10687;0;2;240;
10688;1;2;244;
10689;2;2;248;
10690;3;2;232;
10691;4;2;236;
10692;5;2;240;
10693;6;2;244;
10694;7;2;248;
10695;8;2;232;
10696;9;2;236;
10697;10;2;240;
10698;11;2;244;
10699;12;2;248;
10700;13;2;232;
10701;14;2;236;
10702;15;2;240;
10703;16;2;244;
10704;17;2;248;
10705;18;2;232;
10706;19;2;236;
10707;20;2;240;
10708;21;2;244;
10709;22;2;248;
10710;23;2;232;
10711;24;2;236;
10712;25;2;240;
10713;26;2;244;
10714;27;2;248;
10715;28;2;232;
10716;29;2;236;
10717;30;2;240;
10718;31;2;244;
10719;32;2;248;
10720;33;2;232;
10721;34;2;236;
10722;35;2;240;
10723;36;2;244;
10724;37;2;248;
10725;38;2;232;
10726;39;2;236;
10727;40;2;240;
10728;41;2;244;
10729;42;2;248;
10730;43;2;232;
10731;44;2;236;
10732;45;2;240;
10733;46;2;244;
10734;47;2;248;
10735;48;2;236;
10736;49;2;236;
10737;50;2;240;
10738;51;2;244;
10739;52;2;248;
10740;53;2;232;
10741;54;2;236;
10742;55;2;240;
10743;56;2;244;
10744;57;2;248;
10745;58;2;232;
10746;59;2;236;
10747;60;2;240;
10748;61;2;244;
10749;62;2;248;
10750;63;2;232;
10751;64;2;236;
10752;65;2;240;
10753;66;2;244;
10754;67;2;248;
10755;68;2;232;
10756;69;2;236;
10757;70;2;240;
10758;71;2;244;
10759;72;2;248;
10760;73;2;232;
10761;74;2;236;
10762;75;2;240;
10763;76;2;244;
10764;77;2;248;
10765;78;2;232;
10766;79;2;236;
10767;80;2;240;
10768;81;2;244;
10769;82;2;248;
10770;83;2;232;
10771;84;2;236;
10772;85;2;240;
10773;86;2;244;
10774;87;2;248;
10775;88;2;232;
10776;89;2;236;
10777;90;2;240;
10778;91;2;244;
10779;92;2;248;
10780;93;2;232;
10781;94;2;236;
10782;95;2;240;
10783;96;2;244;
10784;97;2;248;
10785;98;2;232;
10786;99;2;236;
10787;100;2;240;
10788;101;2;244;
10789;102;2;248;
10790;103;2;232;
10791;104;2;236;
10792;105;2;240;
10793;106;2;244;
10794;107;2;248;
10795;108;2;232;
10796;109;2;236;
10797;110;2;240;
10798;111;2;244;
10799;112;2;248;
10800;113;4;232;
10801;114;4;236;
10802;115;4;240;
10803;116;4;244;
10804;117;4;248;
10805;118;4;232;
10806;119;4;236;
10807;120;4;240;
10808;121;4;244;
10809;122;4;248;
10810;123;4;232;
10811;124;4;236;
10812;125;4;240;
10813;126;4;244;
10814;0;4;248;
10815;1;4;232;
10816;2;4;236;
10817;3;4;240;
10818;4;4;244;
10819;5;4;244;
10820;6;4;232;
10821;7;4;236;
10822;8;4;240;
10823;9;4;244;
10824;10;4;248;
10825;11;4;232;
10826;12;4;236;
10827;13;4;240;
10828;14;4;244;
10829;15;4;248;
10830;16;4;232;
10831;17;4;236;
10832;18;4;240;
10833;19;4;244;
10834;20;4;248;
10835;21;4;232;
10836;22;4;236;
10837;23;4;240;
10838;24;4;244;
10839;25;4;248;
10840;26;4;232;
10841;27;4;236;
10842;28;4;240;
10843;29;4;244;
10844;30;4;248;
10845;31;4;232;
10846;32;4;236;
10847;33;4;240;
10848;34;4;244;
10849;35;4;248;
10850;36;4;232;
10851;37;4;236;
10852;38;4;240;
10853;39;4;244;
10854;40;4;248;
10855;41;4;232;
10856;42;4;236;
10857;43;4;240;
10858;44;4;244;
10859;45;4;248;
10860;46;4;232;
10861;47;4;236;
10862;48;4;240;
10863;49;4;244;
10864;50;4;248;
10865;51;4;232;
10866;52;4;236;
10867;53;4;240;
10868;54;4;244;
10869;55;4;248;
10870;56;4;232;
10871;57;4;236;
10872;58;4;240;
10873;59;4;244;
10874;60;4;248;
10875;61;4;232;
10876;62;4;236;
10877;63;4;240;
10878;64;4;244;
10879;65;4;248;
10880;66;4;232;
10881;67;4;236;
10882;68;4;240;
10883;69;4;244;
10884;70;4;248;
10885;71;4;232;
10886;72;4;236;
10887;73;4;240;
10888;74;4;244;
10889;75;4;248;
10890;76;4;236;
10891;77;4;236;
10892;78;4;240;
10893;79;4;244;
10894;80;4;248;
10895;81;4;232;
10896;82;4;236;
10897;83;4;240;
10898;84;4;244;
10899;85;4;248;
10900;86;4;232;
10901;87;4;236;
10902;88;4;240;
10903;89;4;244;
10904;90;4;248;
10905;91;4;232;
10906;92;4;236;
10907;93;4;240;
10908;94;4;244;
10909;95;4;248;
10910;96;4;232;
10911;97;4;236;
10912;98;4;240;
10913;99;4;244;
10914;100;4;248;
10915;101;4;232;
10916;102;4;236;
10917;103;4;240;
10918;104;4;244;
10919;105;4;248;
10920;106;6;232;
10921;107;6;236;
10922;108;6;240;
10923;109;6;244;
10924;110;6;248;
10925;111;6;232;
10926;112;6;236;
10927;113;6;244;
10928;114;6;244;
10929;115;6;248;
10930;116;6;232;
10931;117;6;236;
10932;118;6;240;
10933;119;6;244;
10934;120;6;248;
10935;121;6;232;
10936;122;6;236;
10937;123;6;240;
10938;124;6;244;
10939;125;6;248;
10940;126;6;232;
10941;0;6;236;
10942;1;6;240;
10943;2;6;244;
10944;3;6;248;
10945;4;6;232;
10946;5;6;236;
10947;6;6;240;
10948;7;6;244;
10949;8;6;248;
10950;9;6;232;
10951;10;6;236;
10952;11;6;240;
10953;12;6;244;
10954;13;6;248;
10955;14;6;232;
10956;15;6;236;
10957;16;6;240;
10958;17;6;244;
10959;18;6;248;
10960;19;6;232;
10961;20;6;236;
10962;21;6;240;
10963;22;6;244;
10964;23;6;248;
10965;24;6;232;
10966;25;6;236;
10967;26;6;240;
10968;27;6;244;
10969;28;6;248;
10970;29;6;232;
10971;30;6;236;
10972;31;6;240;
10973;32;6;244;
10974;33;6;248;
10975;34;6;232;
10976;35;6;236;
10977;36;6;240;
10978;37;6;244;
10979;38;6;248;
10980;39;6;232;
10981;40;6;236;
10982;41;6;240;
10983;42;6;244;
10984;43;6;248;
10985;44;6;232;
10986;45;6;236;
10987;46;6;240;
10988;47;6;244;
10989;48;6;248;
10990;49;6;232;
10991;50;6;236;
10992;51;6;240;
10993;52;6;244;
10994;53;6;248;
10995;54;6;232;
10996;55;6;236;
10997;56;6;240;
10998;57;6;244;
10999;58;6;248;
11000;59;6;232;
11001;60;6;236;
11002;61;6;240;
11003;62;6;244;
11004;63;6;248;
11005;64;6;232;
11006;65;6;236;
11007;66;6;240;
11008;67;6;244;
11009;68;6;248;
11010;69;6;232;
11011;70;6;236;
11012;71;6;240;
11013;72;6;244;
11014;73;6;248;
11015;74;6;232;
11016;75;6;236;
11017;76;6;240;
11018;77;6;244;
11019;78;6;248;
11020;79;6;232;
11021;80;6;236;
11022;81;6;240;
11023;82;6;244;
11024;83;6;248;
11025;84;6;232;
11026;85;6;236;
11027;86;6;240;
11028;87;6;244;
11029;88;6;248;
11030;89;6;232;
11031;90;6;236;
11032;91;6;240;
11033;92;6;244;
11034;93;6;248;
11035;94;6;232;
11036;95;6;236;
11037;96;6;240;
11038;97;6;244;
11039;98;6;248;
11040;99;8;232;
11041;100;8;236;
11042;101;8;240;
11043;102;8;244;
11044;103;8;248;
11045;104;8;232;
11046;105;8;236;
11047;106;8;240;
11048;107;8;244;
11049;108;8;248;
11050;109;8;232;
11051;110;8;236;
11052;111;8;240;
11053;112;8;244;
11054;113;8;248;
11055;114;8;232;
11056;115;8;236;
11057;116;8;240;
11058;117;8;244;
11059;118;8;248;
11060;119;8;232;
11061;120;8;236;
11062;121;8;240;
11063;122;8;244;
11064;123;8;248;
11065;124;8;232;
11066;125;8;236;
11067;126;8;240;
11068;0;8;244;
11069;1;8;248;
11070;2;8;232;
11071;3;8;236;
11072;4;8;240;
11073;5;8;244;
11074;6;8;248;
11075;7;8;232;
11076;8;8;236;
11077;9;8;240;
11078;10;8;244;
11079;11;8;248;
11080;12;8;232;
11081;13;8;236;
11082;14;8;240;
11083;15;8;244;
11084;16;8;248;
11085;17;8;232;
11086;18;8;236;
11087;19;8;240;
11088;20;8;244;
11089;21;8;248;
11090;22;8;232;
11091;23;8;236;
11092;24;8;240;
11093;25;8;244;
11094;26;8;248;
11095;27;8;232;
11096;28;8;236;
11097;29;8;240;
11098;30;8;244;
11099;31;8;248;
11100;32;8;232;
11101;33;8;236;
11102;34;8;240;
11103;35;8;244;
11104;36;8;248;
11105;37;8;232;
11106;38;8;236;
11107;39;8;240;
11108;40;8;244;
11109;41;8;248;
11110;42;8;232;
11111;43;8;236;
11112;44;8;240;
11113;45;8;244;
11114;46;8;248;
11115;47;8;232;
11116;48;8;236;
11117;49;8;240;
11118;50;8;244;
11119;51;8;248;
11120;52;8;232;
11121;53;8;236;
11122;54;8;240;
11123;55;8;244;
11124;56;8;248;
11125;57;8;232;
11126;58;8;236;
11127;59;8;240;
11128;60;8;244;
11129;61;8;248;
11130;62;8;232;
11131;63;8;236;
11132;64;8;240;
11133;65;8;244;
11134;66;8;248;
11135;67;8;232;
11136;68;8;236;
11137;69;8;240;
11138;70;8;244;
11139;71;8;248;
11140;72;8;232;
11141;73;8;236;
11142;74;8;240;
11143;75;8;244;
11144;76;8;248;
11145;77;8;232;
11146;78;8;236;
11147;79;8;240;
11148;80;8;244;
11149;81;8;248;
11150;82;8;232;
11151;83;8;236;
11152;84;8;240;
11153;85;8;244;
11154;86;8;248;
11155;87;8;232;
11156;88;8;236;
11157;89;8;240;
11158;90;8;244;
11159;91;8;248;
11160;92;10;232;
11161;93;10;236;
11162;94;10;240;
11163;95;10;244;
11164;96;10;248;
11165;97;10;232;
11166;98;10;236;
11167;99;10;240;
11168;100;10;244;
11169;101;10;248;
11170;102;10;232;
11171;103;10;236;
11172;104;10;240;
11173;105;10;244;
11174;106;10;248;
11175;107;10;232;
11176;108;10;236;
11177;109;10;240;
11178;110;10;244;
11179;111;10;248;
11180;112;10;232;
11181;113;10;236;
11182;114;10;240;
11183;115;10;244;
11184;116;10;248;
11185;117;10;232;
11186;118;10;236;
11187;119;10;240;
11188;120;10;244;
11189;121;10;248;
11190;122;10;232;
11191;123;10;236;
11192;124;10;240;
11193;125;10;244;
11194;126;10;248;
11195;0;10;232;
11196;1;10;236;
11197;2;10;240;
11198;3;10;244;
11199;4;10;248;
11200;5;10;232;
11201;6;10;236;
11202;7;10;240;
11203;8;10;244;
11204;9;10;248;
11205;10;10;232;
11206;11;10;236;
11207;12;10;240;
11208;13;10;244;
11209;14;10;248;
11210;15;10;232;
11211;16;10;236;
11212;17;10;240;
11213;18;10;244;
11214;19;10;248;
11215;20;10;232;
11216;21;10;236;
11217;22;10;240;
11218;23;10;244;
11219;24;10;248;
11220;25;10;232;
11221;26;10;236;
11222;27;10;240;
11223;28;10;244;
11224;29;10;248;
11225;30;10;232;
11226;31;10;236;
11227;32;10;240;
11228;33;10;244;
11229;34;10;248;
11230;35;10;232;
11231;36;10;236;
11232;37;10;240;
11233;38;10;244;
11234;39;10;248;
11235;40;10;232;
11236;41;10;236;
11237;42;10;240;
11238;43;10;244;
11239;44;10;248;
11240;45;10;232;
11241;46;10;236;
11242;47;10;240;
11243;48;10;244;
11244;49;10;248;
11245;50;10;232;
11246;51;10;236;
11247;52;10;240;
11248;53;10;244;
11249;54;10;248;
11250;55;10;232;
11251;56;10;236;
11252;57;10;240;
11253;58;10;244;
11254;59;10;248;
11255;60;10;232;
11256;61;10;236;
11257;62;10;240;
11258;63;10;244;
11259;64;10;248;
11260;65;10;232;
11261;66;10;236;
11262;67;10;240;
11263;68;10;244;
11264;69;10;248;
11265;70;10;232;
11266;71;10;236;
11267;72;10;240;
11268;73;10;244;
11269;74;10;248;
11270;75;10;232;
11271;76;10;236;
11272;77;10;240;
11273;78;10;244;
11274;79;10;248;
11275;80;10;232;
11276;81;10;236;
11277;82;10;240;
11278;83;10;244;
11279;84;10;248;
11280;85;12;232;
11281;86;12;236;
11282;87;12;240;
11283;88;12;244;
11284;89;12;248;
11285;90;12;232;
11286;91;12;236;
11287;92;12;240;
11288;93;12;244;
11289;94;12;248;
11290;95;12;232;
11291;96;12;236;
11292;97;12;240;
11293;98;12;244;
11294;99;12;248;
11295;100;12;232;
11296;101;12;236;
11297;102;12;240;
11298;103;12;244;
11299;104;12;248;
11300;105;12;232;
11301;106;12;236;
11302;107;12;240;
11303;108;12;244;
11304;109;12;248;
11305;110;12;232;
11306;111;12;236;
11307;112;12;240;
11308;113;12;244;
11309;114;12;248;
11310;115;12;232;
11311;116;12;236;
11312;117;12;240;
11313;118;12;244;
11314;119;12;248;
11315;120;12;232;
11316;121;12;236;
11317;122;12;240;
11318;123;12;244;
11319;124;12;248;
11320;125;12;232;
11321;126;12;236;
11322;0;12;240;
11323;1;12;244;
11324;2;12;248;
11325;3;12;232;
11326;4;12;236;
11327;5;12;240;
11328;6;12;244;
11329;7;12;248;
11330;8;12;232;
11331;9;12;236;
11332;10;12;240;
11333;11;12;244;
11334;12;12;248;
11335;13;12;232;
11336;14;12;236;
11337;15;12;240;
11338;16;12;244;
11339;17;12;248;
11340;18;12;232;
11341;19;12;236;
11342;20;12;240;
11343;21;12;244;
11344;22;12;248;
11345;23;12;232;
11346;24;12;236;
11347;25;12;240;
11348;26;12;244;
11349;27;12;248;
11350;28;12;232;
11351;29;12;236;
11352;30;12;240;
11353;31;12;244;
11354;32;12;248;
11355;33;12;232;
11356;34;12;236;
11357;35;12;240;
11358;36;12;244;
11359;37;12;248;
11360;38;12;232;
11361;39;12;236;
11362;40;12;240;
11363;41;12;244;
11364;42;12;248;
11365;43;12;232;
11366;44;12;236;
11367;45;12;240;
11368;46;12;244;
11369;47;12;248;
11370;48;12;232;
11371;49;12;236;
11372;50;12;240;
11373;51;12;244;
11374;52;12;248;
11375;53;12;232;
11376;54;12;236;
11377;55;12;240;
11378;56;12;244;
11379;255;61;128;
11380;255;61;255;
11381;59;12;236;
11382;60;12;240;
11383;61;12;244;
11384;255;61;129;
11385;255;61;254;
11386;255;61;130;
11387;255;61;253;
11388;255;61;131;
11389;255;61;252;
11390;255;61;132;
11391;255;61;251;
11392;255;61;133;
11393;71;12;244;
11394;72;12;248;
11395;73;12;232;
11396;74;12;236;
11397;75;12;240;
11398;76;12;244;
11399;77;12;248;
11400;78;14;232;
11401;79;14;236;
11402;80;14;240;
11403;81;14;244;
11404;82;14;248;
11405;83;14;232;
11406;84;14;236;
11407;85;14;240;
11408;86;14;244;
11409;87;14;248;
11410;88;14;232;
11411;89;14;236;
11412;90;14;240;
11413;91;14;244;
11414;92;14;248;
11415;93;14;232;
11416;94;14;236;
11417;95;14;240;
11418;96;14;244;
11419;97;14;248;
11420;98;14;232;
11421;99;14;236;
11422;100;14;240;
11423;101;14;244;
11424;102;14;248;
11425;103;14;232;
11426;104;14;236;
11427;105;14;240;
11428;106;14;244;
11429;107;14;248;
11430;108;14;232;
11431;109;14;236;
11432;110;14;240;
11433;111;14;244;
11434;112;14;248;
11435;113;14;232;
11436;114;14;236;
11437;115;14;240;
11438;116;14;244;
11439;117;14;248;
11440;118;14;232;
11441;119;14;236;
11442;120;14;240;
11443;121;14;244;
11444;122;14;248;
11445;123;14;232;
11446;124;14;236;
11447;125;14;240;
11448;126;14;244;
11449;0;14;248;
11450;1;14;232;
11451;2;14;236;
11452;3;14;240;
11453;4;14;244;
11454;5;14;248;
11455;6;14;232;
11456;7;14;236;
11457;8;14;240;
11458;9;14;244;
11459;10;14;248;
11460;11;14;232;
11461;12;14;236;
11462;13;14;240;
11463;14;14;244;
11464;15;14;248;
11465;16;14;232;
11466;17;14;236;
11467;18;14;240;
11468;19;14;244;
11469;20;14;248;
11470;21;14;232;
11471;22;14;236;
11472;23;14;240;
11473;24;14;244;
11474;25;14;248;
11475;26;14;232;
11476;27;14;236;
11477;28;14;240;
11478;29;14;244;
11479;30;14;248;
11480;31;14;232;
11481;32;14;236;
11482;33;14;240;
11483;34;14;244;
11484;35;14;248;
11485;36;14;232;
11486;37;14;236;
11487;38;14;240;
11488;39;14;244;
11489;40;14;248;
11490;41;14;232;
11491;42;14;236;
11492;43;14;240;
11493;44;14;244;
11494;45;14;248;
11495;46;14;232;
11496;47;14;236;
11497;48;14;240;
11498;49;14;244;
11499;50;14;248;
11500;51;15;232;
11501;52;15;236;
11502;53;15;240;
11503;54;15;244;
11504;55;15;248;
11505;56;15;232;
11506;57;15;236;
11507;58;15;240;
11508;59;15;244;
11509;60;15;248;
11510;61;15;232;
11511;62;15;236;
11512;63;15;240;
11513;64;15;244;
11514;65;15;248;
11515;66;15;232;
11516;67;15;236;
11517;68;15;240;
11518;69;15;244;
11519;70;15;248;
11520;71;15;232;
11521;72;15;236;
11522;73;15;240;
11523;74;15;244;
11524;75;15;248;
11525;76;15;232;
11526;77;15;236;
11527;78;15;240;
11528;79;15;244;
11529;80;15;248;
11530;81;15;232;
11531;82;15;236;
11532;83;15;240;
11533;84;15;244;
11534;85;15;248;
11535;86;15;232;
11536;87;15;236;
11537;88;15;240;
11538;89;15;244;
11539;90;15;248;
11540;91;15;232;
11541;92;15;236;
11542;93;15;240;
11543;94;15;244;
11544;95;15;248;
11545;96;15;232;
11546;97;15;236;
11547;98;15;240;
11548;99;15;244;
11549;100;15;248;
11550;101;15;232;
11551;102;15;236;
11552;103;15;240;
11553;104;15;244;
11554;105;15;248;
11555;106;15;232;
11556;107;15;236;
11557;108;15;240;
11558;109;15;244;
11559;110;15;248;
11560;111;15;232;
11561;112;15;236;
11562;113;15;240;
11563;114;15;244;
11564;115;15;248;
11565;116;15;232;
11566;117;15;236;
11567;118;15;240;
11568;119;15;244;
11569;120;15;248;
11570;121;15;232;
11571;122;15;236;
11572;123;15;240;
11573;124;15;244;
11574;125;15;248;
11575;126;15;232;
11576;0;15;236;
11577;1;15;240;
11578;2;15;244;
11579;3;15;248;
11580;4;15;232;
11581;5;15;236;
11582;6;15;240;
11583;7;15;244;
11584;8;15;248;
11585;9;15;232;
11586;10;15;236;
11587;11;15;240;
11588;12;15;244;
11589;13;15;248;
11590;14;15;232;
11591;15;15;236;
11592;16;15;240;
11593;17;15;244;
11594;18;15;248;
11595;19;15;232;
11596;20;15;236;
11597;21;15;240;
11598;22;15;244;
11599;23;15;248;
11600;24;16;232;
11601;25;16;236;
11602;26;16;240;
11603;27;16;244;
11604;28;16;248;
11605;29;16;232;
11606;30;16;236;
11607;31;16;240;
11608;32;16;244;
11609;33;16;248;
11610;34;16;232;
11611;35;16;236;
11612;36;16;240;
11613;37;16;244;
11614;38;16;248;
11615;39;16;232;
11616;40;16;236;
11617;41;16;240;
11618;42;16;244;
11619;43;16;248;
11620;44;16;232;
11621;45;16;236;
11622;46;16;240;
11623;47;16;244;
11624;48;16;248;
11625;49;16;232;
11626;50;16;236;
11627;51;16;240;
11628;52;16;244;
11629;53;16;248;
11630;54;16;232;
11631;55;16;236;
11632;56;16;240;
11633;57;16;244;
11634;58;16;248;
11635;59;16;232;
11636;60;16;236;
11637;61;16;240;
11638;62;16;244;
11639;63;16;248;
11640;64;16;232;
11641;65;16;236;
11642;66;16;240;
11643;67;16;244;
11644;68;16;248;
11645;69;16;232;
11646;70;16;236;
11647;71;16;240;
11648;72;16;244;
11649;73;16;248;
11650;74;16;232;
11651;75;16;236;
11652;76;16;240;
11653;77;16;244;
11654;78;16;248;
11655;79;16;232;
11656;80;16;236;
11657;81;16;240;
11658;82;16;244;
11659;83;16;248;
11660;84;16;232;
11661;85;16;236;
11662;86;16;240;
11663;87;16;244;
11664;88;16;248;
11665;89;16;232;
11666;90;16;236;
11667;91;16;240;
11668;92;16;244;
11669;93;16;248;
11670;94;16;232;
11671;95;16;236;
11672;96;16;240;
11673;97;16;244;
11674;98;16;248;
11675;99;16;232;
11676;100;16;236;
11677;101;16;240;
11678;102;16;244;
11679;103;16;248;
11680;104;16;232;
11681;105;16;236;
11682;106;16;240;
11683;107;16;244;
11684;108;16;248;
11685;109;16;232;
11686;110;16;236;
11687;111;16;240;
11688;112;16;244;
11689;113;16;248;
11690;114;16;232;
11691;115;16;236;
11692;116;16;240;
11693;117;16;244;
11694;118;16;248;
11695;119;16;232;
11696;120;16;236;
11697;121;16;240;
11698;122;16;244;
11699;123;16;248;
11700;124;17;232;
11701;125;17;236;
11702;126;17;240;
11703;0;17;244;
11704;1;17;248;
11705;2;17;232;
11706;3;17;236;
11707;4;17;240;
11708;5;17;244;
11709;6;17;248;
11710;7;17;232;
11711;8;17;236;
11712;9;17;240;
11713;10;17;244;
11714;11;17;248;
11715;12;17;232;
11716;13;17;236;
11717;14;17;240;
11718;15;17;244;
11719;16;17;248;
11720;17;17;232;
11721;18;17;236;
11722;19;17;240;
11723;20;17;244;
11724;21;17;248;
11725;22;17;232;
11726;23;17;236;
11727;24;17;240;
11728;25;17;244;
11729;26;17;248;
11730;27;17;232;
11731;28;17;236;
11732;29;17;240;
11733;30;17;244;
11734;31;17;248;
11735;32;17;232;
11736;33;17;236;
11737;34;17;240;
11738;35;17;244;
11739;36;17;248;
11740;37;17;232;
11741;38;17;236;
11742;39;17;240;
11743;40;17;244;
11744;41;17;248;
11745;42;17;232;
11746;43;17;236;
11747;44;17;240;
11748;45;17;244;
11749;46;17;248;
11750;47;17;232;
11751;48;17;236;
11752;49;17;240;
11753;50;17;244;
11754;51;17;248;
11755;52;17;232;
11756;53;17;236;
11757;54;17;240;
11758;55;17;244;
11759;56;17;248;
11760;57;17;232;
11761;58;17;236;
11762;59;17;240;
11763;60;17;244;
11764;61;17;248;
11765;62;17;232;
11766;63;17;236;
11767;64;17;240;
11768;65;17;244;
11769;66;17;248;
11770;67;17;232;
11771;68;17;236;
11772;69;17;240;
11773;70;17;244;
11774;71;17;248;
11775;72;17;232;
11776;73;17;236;
11777;74;17;240;
11778;75;17;244;
11779;76;17;248;
11780;77;17;232;
11781;78;17;236;
11782;79;17;240;
11783;80;17;244;
11784;81;17;248;
11785;82;17;232;
11786;83;17;236;
11787;84;17;240;
11788;85;17;244;
11789;86;17;248;
11790;87;17;232;
11791;88;17;236;
11792;89;17;240;
11793;90;17;244;
11794;91;17;248;
11795;92;17;232;
11796;93;17;236;
11797;94;17;240;
11798;95;17;244;
11799;96;17;248;
11800;97;18;232;
11801;98;18;236;
11802;99;18;240;
11803;100;18;244;
11804;101;18;248;
11805;102;18;232;
11806;103;18;236;
11807;104;18;240;
11808;105;18;244;
11809;106;18;248;
11810;107;18;232;
11811;108;18;236;
11812;109;18;240;
11813;110;18;244;
11814;111;18;248;
11815;112;18;232;
11816;113;18;236;
11817;114;18;240;
11818;115;18;244;
11819;116;18;248;
11820;117;18;232;
11821;118;18;236;
11822;119;18;240;
11823;120;18;244;
11824;121;18;248;
11825;122;18;232;
11826;123;18;236;
11827;124;18;240;
11828;125;18;244;
11829;126;18;248;
11830;0;18;232;
11831;1;18;236;
11832;2;18;240;
11833;3;18;244;
11834;4;18;248;
11835;5;18;232;
11836;6;18;236;
11837;7;18;240;
11838;8;18;244;
11839;9;18;248;
11840;10;18;232;
11841;11;18;236;
11842;12;18;240;
11843;13;18;244;
11844;14;18;248;
11845;15;18;232;
11846;16;18;236;
11847;17;18;240;
11848;18;18;244;
11849;19;18;248;
11850;20;18;232;
11851;21;18;236;
11852;22;18;240;
11853;23;18;244;
11854;24;18;248;
11855;25;18;232;
11856;26;18;236;
11857;27;18;240;
11858;28;18;244;
11859;29;18;248;
11860;30;18;232;
11861;31;18;236;
11862;32;18;240;
11863;33;18;244;
11864;34;18;248;
11865;35;18;232;
11866;36;18;236;
11867;37;18;240;
11868;38;18;244;
11869;39;18;248;
11870;40;18;232;
11871;41;18;236;
11872;42;18;240;
11873;43;18;244;
11874;44;18;248;
11875;45;18;232;
11876;46;18;236;
11877;47;18;240;
11878;48;18;244;
11879;49;18;248;
11880;50;18;232;
11881;51;18;236;
11882;52;18;240;
11883;53;18;244;
11884;54;18;248;
11885;55;18;232;
11886;56;18;236;
11887;57;18;240;
11888;58;18;244;
11889;59;18;248;
11890;60;18;232;
11891;61;18;236;
11892;62;18;240;
11893;63;18;244;
11894;64;18;248;
11895;65;18;232;
11896;66;18;236;
11897;67;18;240;
11898;68;18;244;
11899;69;18;248;
11900;70;19;232;
11901;71;19;236;
11902;72;19;240;
11903;73;19;244;
11904;74;19;248;
11905;75;19;232;
11906;76;19;236;
11907;77;19;240;
11908;78;19;244;
11909;79;19;248;
11910;80;19;232;
11911;81;19;236;
11912;82;19;240;
11913;83;19;244;
11914;84;19;248;
11915;85;19;232;
11916;86;19;236;
11917;87;19;240;
11918;88;19;244;
11919;89;19;248;
11920;90;19;232;
11921;91;19;236;
11922;92;19;240;
11923;93;19;244;
11924;94;19;248;
11925;95;19;232;
11926;96;19;236;
11927;97;19;240;
11928;98;19;244;
11929;99;19;248;
11930;100;19;232;
11931;101;19;236;
11932;102;19;240;
11933;103;19;244;
11934;104;19;248;
11935;105;19;232;
11936;106;19;236;
11937;107;19;240;
11938;108;19;244;
11939;109;19;248;
11940;110;19;232;
11941;111;19;236;
11942;112;19;240;
11943;113;19;244;
11944;114;19;248;
11945;115;19;232;
11946;116;19;236;
11947;117;19;240;
11948;118;19;244;
11949;119;19;248;
11950;120;19;232;
11951;121;19;236;
11952;122;19;240;
11953;123;19;244;
11954;124;19;248;
11955;125;19;232;
11956;126;19;236;
11957;0;19;240;
11958;1;19;244;
11959;2;19;248;
11960;3;19;232;
11961;4;19;236;
11962;5;19;240;
11963;6;19;244;
11964;7;19;248;
11965;8;19;232;
11966;9;19;236;
11967;10;19;240;
11968;11;19;244;
11969;12;19;248;
11970;13;19;232;
11971;14;19;236;
11972;15;19;240;
11973;16;19;244;
11974;17;19;248;
11975;18;19;232;
11976;19;19;236;
